dataApertura,dataFineRaccolta,dataFineValidita,dataGazzetta,dataInizioRaccolta,dataInizioValidita,dataIns,dataUltimoAgg,estremi,id,idDecCatIniziativa_dataFineValidita,idDecCatIniziativa_dataInizioValidita,idDecCatIniziativa_id,idDecCatIniziativa_nome,idDecStatoIniziativa_dataFineValidita,idDecStatoIniziativa_dataInizioValidita,idDecStatoIniziativa_id,idDecStatoIniziativa_nome,idDecTipoIniziativa_dataFineValidita,idDecTipoIniziativa_dataInizioValidita,idDecTipoIniziativa_id,idDecTipoIniziativa_nome,quorum,sito,sostenitori,supportata,titolo,titoloLeggeCostituzionale,data_download,dataChiusura
2024-07-25,2024-09-29,9999-12-31,2024-04-24,2024-07-25,2024-07-25,2024-07-25T19:16:03,2024-07-25,400015,500008,9999-12-31,2021-08-01,1,VITA POLITICA,1999-12-31,2023-07-26,9,MESSA A DISPOSIZIONE,9999-12-31,2021-08-01,1,Referendum  abrogativo (art. 75 Costituzione),500000,https://www.iovoglioscegliere.it/,22484,false,ABOLIZIONE PLURICANDIDATURE: OGNI CANDIDATO IN UN SOLO COLLEGIO UNINOMINALE E/O PLURINOMINALE,"Decreto del Presidente della Repubblica 30 marzo 1957, n. 361, e il Decreto Legislativo 20 dicembre 1993,  n. 533",2025-03-12,2024-09-29
2024-07-26,2025-01-26,9999-12-31,2024-05-31,2024-07-26,2024-07-26,2024-07-26T12:33:06,2024-07-26,400029,500022,9999-12-31,2021-08-01,1,VITA POLITICA,9999-12-31,2021-08-01,2,IN RACCOLTA FIRME,9999-12-31,2021-08-01,4,Legge di iniziativa popolare (art. 71 Costituzione),50000,https://www.acli.it/la-tua-politica/,5436,false,La Tua Politica. Scelte per la Democrazia - Proposta di legge sulla Democrazia interna e la Trasparenza dei Partiti Politici,"Norme per la democrazia, la trasparenza di bilancio ed il finanziamento pubblico dei partiti politici (art. 49 della Costituzione)pubblico diretto alla partecipazione politica",2025-03-13,NULL
2024-07-26,2025-01-26,9999-12-31,2024-05-31,2024-07-26,2024-07-26,2024-07-26T13:13:56,2024-07-26,400026,500023,9999-12-31,2021-08-01,1,VITA POLITICA,9999-12-31,2021-08-01,2,IN RACCOLTA FIRME,9999-12-31,2021-08-01,4,Legge di iniziativa popolare (art. 71 Costituzione),50000,https://www.acli.it/la-tua-politica/,3604,false,La Tua Politica. Scelte per la Democrazia - Proposta di legge per la Partecipazione Democratica e le Assemblee Partecipative,Istituzione delle assemblee di cittadinanza per promozione della partecipazione democratica dei cittadini,2025-03-13,NULL
2024-08-04,2025-02-04,9999-12-31,2024-06-25,2024-08-04,2024-08-04,2024-08-04T10:15:02,2024-08-04,400024,700000,1999-12-31,2021-08-01,8,QUESTIONI SOCIALI,9999-12-31,2021-08-01,2,IN RACCOLTA FIRME,9999-12-31,2021-08-01,4,Legge di iniziativa popolare (art. 71 Costituzione),50000,NULL,6662,false,Abolizione dei ticket sanitari ,Abolizione dei ticket sanitari,2025-03-13,NULL
2024-08-20,2025-02-20,9999-12-31,2024-06-28,2024-08-20,2024-08-20,2024-08-20T10:45:24,2024-08-20,400020,900002,9999-12-31,2021-08-01,1,VITA POLITICA,9999-12-31,2021-08-01,2,IN RACCOLTA FIRME,9999-12-31,2021-08-01,4,Legge di iniziativa popolare (art. 71 Costituzione),50000,https://stopemergenza.it/legge-di-liberazione,1519,false,Legge di Liberazione,"Liberazione dagli Organi sovranazionali, Ripristino dei Diritti umani e civili del Popolo italiano",2025-03-13,NULL
2024-09-18,2025-03-18,9999-12-31,2024-04-23,2024-09-18,2024-09-18,2024-09-18T13:55:28,2024-09-18,400030,1200000,9999-12-31,2021-08-01,1,VITA POLITICA,9999-12-31,2021-08-01,2,IN RACCOLTA FIRME,9999-12-31,2021-08-01,4,Legge di iniziativa popolare (art. 71 Costituzione),50000,www.stiamouniti.com,4201,false,ELIMINAZIONE DI 500 MILIARDI DI SPRECHI E MALAPOLITICA ,ELIMINAZIONE DI 500 MILIARDI DI SPRECHI E MALAPOLITICA ,2025-03-13,NULL
2024-09-25,2025-03-25,9999-12-31,2024-09-20,2024-09-25,2024-09-25,2024-09-25T12:21:57,2024-09-25,800000,1400001,9999-12-31,2021-08-01,1,VITA POLITICA,9999-12-31,2021-08-01,2,IN RACCOLTA FIRME,9999-12-31,2021-08-01,4,Legge di iniziativa popolare (art. 71 Costituzione),50000,NULL,705,false,"Modifiche alla Legge 29 Luglio 1949 n. 717 Norme per l’arte negli edifici pubblici","Modifiche alla Legge 29 Luglio 1949 n. 717 Norme per l’arte negli edifici pubblici",2025-03-13,NULL
2024-10-30,2025-04-30,9999-12-31,2024-10-26,2024-10-30,2024-10-30,2024-10-30T16:59:56,2024-10-30,1100000,1600012,1999-12-31,2021-08-01,9,ISTRUZIONE E COMUNICAZIONE,9999-12-31,2021-08-01,2,IN RACCOLTA FIRME,9999-12-31,2021-08-01,4,Legge di iniziativa popolare (art. 71 Costituzione),50000,https://www.lucianolorini.it/laureaallamemoria/,4360,false,"«Legge Lorini-Papa: Concessione della Laurea alla Memoria come Atto di Umanità e Riconoscimento»","«Legge Lorini-Papa: Concessione della Laurea alla Memoria come Atto di Umanità e Riconoscimento»",2025-03-13,NULL
2025-02-03,2025-05-03,9999-12-31,2024-10-11,2025-02-03,2025-02-03,2025-02-03T16:54:25,2025-02-03,900007,2200000,1999-12-31,2021-08-01,14,AMBIENTE,9999-12-31,2021-08-01,2,IN RACCOLTA FIRME,9999-12-31,2021-08-01,1,Referendum  abrogativo (art. 75 Costituzione),500000,www.rispettoanimali.it,285,false,UTILIZZO DI ANIMALI NEI GIARDINI ZOOLOGICI,ART. 19 TER DISPOSIZIONI DI COORDINAMENTO E TRANSITORIE CODICE PENALE (LEGGI SPECIALI IN MATERIA DI ANIMALI),2025-03-13,NULL
2025-02-03,2025-05-03,9999-12-31,2024-10-11,2025-02-03,2025-02-03,2025-02-03T17:09:44,2025-02-03,900006,2200001,1999-12-31,2021-08-01,14,AMBIENTE,9999-12-31,2021-08-01,2,IN RACCOLTA FIRME,9999-12-31,2021-08-01,1,Referendum  abrogativo (art. 75 Costituzione),500000,www.rispettoanimali.it,218,false,UTILIZZO DI ANIMALI NELLE MANIFESTAZIONI STORICHE,ART. 19 TER DISPOSIZIONI DI COORDINAMENTO E TRANSITORIE CODICE PENALE (LEGGI SPECIALI IN MATERIA DI ANIMALI),2025-03-13,NULL
2025-03-13,2025-06-13,9999-12-31,2025-03-08,2025-03-13,2025-03-12,2025-03-12T21:08:29,2025-03-13,2000001,2700005,1999-12-31,2021-08-01,14,AMBIENTE,9999-12-31,2021-08-01,2,IN RACCOLTA FIRME,9999-12-31,2021-08-01,1,Referendum  abrogativo (art. 75 Costituzione),500000,www.rispettoanimali.it,24,false,VIETIAMO LA CACCIA - ART. 842 - ,"Art. 842  del Codice Civile, primo e secondo comma",2025-03-13,NULL
2025-03-13,2025-06-13,9999-12-31,2025-03-08,2025-03-13,2025-03-12,2025-03-12T21:22:15,2025-03-13,2000003,2700006,1999-12-31,2021-08-01,14,AMBIENTE,9999-12-31,2021-08-01,2,IN RACCOLTA FIRME,9999-12-31,2021-08-01,1,Referendum  abrogativo (art. 75 Costituzione),500000,www.rispettoanimali.it,17,false,RENDERE ILLEGALE LA CACCIA IN ITALIA,ART. 19 TER DISPOSIZIONI DI COORDINAMENTO E TRANSITORIE CODICE PENALE (LEGGI SPECIALI IN MATERIA DI ANIMALI),2025-03-13,NULL
2025-03-13,2025-06-13,9999-12-31,2025-03-08,2025-03-13,2025-03-12,2025-03-12T21:38:41,2025-03-13,2000004,2700007,1999-12-31,2021-08-01,14,AMBIENTE,9999-12-31,2021-08-01,2,IN RACCOLTA FIRME,9999-12-31,2021-08-01,1,Referendum  abrogativo (art. 75 Costituzione),500000,www.rispettoanimali.it,18,false,RENDERE ILLEGALE IN ITALIA GLI ALLEVAMENTI INTENSIVI -  ART. 19 TER - ,ART. 19 TER DISPOSIZIONI DI COORDINAMENTO E TRANSITORIE CODICE PENALE (LEGGI SPECIALI IN MATERIA DI ANIMALI),2025-03-13,NULL
2025-03-13,2025-06-13,9999-12-31,2025-03-08,2025-03-13,2025-03-12,2025-03-12T21:53:49,2025-03-13,2000005,2700008,1999-12-31,2021-08-01,8,QUESTIONI SOCIALI,9999-12-31,2021-08-01,2,IN RACCOLTA FIRME,9999-12-31,2021-08-01,1,Referendum  abrogativo (art. 75 Costituzione),500000,www.rispettoanimali.it,44,false,REFERENDUM CONTRO IL NUOVO CODICE DELLA STRADA ,NUOVO CODICE DELLA STRADA LEGGE 25 NOVEMBRE 2024 NR. 177,2025-03-13,NULL
2024-12-14,2025-06-14,9999-12-31,2024-04-19,2024-12-14,2024-12-11,2024-12-11T10:24:02,2024-12-14,400031,1800001,1999-12-31,2021-08-01,4,DIRITTO,9999-12-31,2021-08-01,2,IN RACCOLTA FIRME,9999-12-31,2021-08-01,4,Legge di iniziativa popolare (art. 71 Costituzione),50000,https://dirittiallafollia.it/,550,false,"Abolizione degli istituti dell'interdizione e dell'inabilitazione. Riforma dell'amministrazione di sostegno.","Abolizione degli istituti dell'interdizione e dell'inabilitazione. Riforma dell'amministrazione di sostegno.",2025-03-13,NULL
2024-12-14,2025-06-14,9999-12-31,2024-11-22,2024-12-14,2024-12-10,2024-12-10T18:34:28,2025-01-02,1300000,1800000,1999-12-31,2021-08-01,4,DIRITTO,9999-12-31,2021-08-01,2,IN RACCOLTA FIRME,9999-12-31,2021-08-01,4,Legge di iniziativa popolare (art. 71 Costituzione),50000,https://dirittiallafollia.it/,649,false,"Adeguamento  della  procedura  e   dell'esecuzione   del   Tso psichiatrico  alla  Costituzione  ed  agli  obblighi   internazionali dell'Italia","Adeguamento  della  procedura  e   dell'esecuzione   del   Tso psichiatrico  alla  Costituzione  ed  agli  obblighi   internazionali dell'Italia",2025-03-13,NULL
2025-01-01,2025-07-01,9999-12-31,2023-05-13,2025-01-01,2024-12-28,2024-12-28T16:41:55,2025-01-01,1400000,1900000,1999-12-31,2021-08-01,4,DIRITTO,9999-12-31,2021-08-01,2,IN RACCOLTA FIRME,9999-12-31,2021-08-01,4,Legge di iniziativa popolare (art. 71 Costituzione),50000,https://assembleacostituentecittadini.it/,207,false,"PROPOSTA DI LEGGE COSTITUZIONALE DI INIZIATIVA POPOLARE
«Modifiche agli articoli 32, 75 e 135 della Costituzione e alla legge costituzionale 25 maggio 1970, n. 352» (G.U., serie generale, n.111 del 13/05/2023)","«Modifiche agli articoli 32, 75 e 135 della Costituzione e alla legge costituzionale 25 maggio 1970, n. 352» ",2025-03-13,NULL
2025-01-15,2025-07-15,9999-12-31,2025-01-11,2025-01-15,2025-01-15,2025-01-15T12:10:54,2025-01-15,1500003,2000002,9999-12-31,2021-08-01,1,VITA POLITICA,9999-12-31,2021-08-01,2,IN RACCOLTA FIRME,9999-12-31,2021-08-01,4,Legge di iniziativa popolare (art. 71 Costituzione),50000,NULL,1075,false,Proposta di legge Zuncheddu e altri su risarcimento vittime di giustizia,Proposta di legge Zuncheddu e altri su risarcimento vittime di giustizia,2025-03-13,NULL
2025-01-23,2025-07-23,9999-12-31,2025-01-11,2025-01-23,2025-01-23,2025-01-23T08:16:47,2025-01-23,1500002,2100000,1999-12-31,2021-08-01,8,QUESTIONI SOCIALI,9999-12-31,2021-08-01,2,IN RACCOLTA FIRME,9999-12-31,2021-08-01,4,Legge di iniziativa popolare (art. 71 Costituzione),50000,https://pensieropopolareitaliano.org/,1633,false,Fondazione per la Famiglia ,Istituzione della Fondazione per la Famiglia e disposizioni per il sostegno economico e fiscale alle famiglie con figli,2025-03-13,NULL
2025-02-08,2025-08-08,9999-12-31,2025-02-05,2025-02-08,2025-02-06,2025-02-06T17:12:01,2025-02-08,1600000,2300000,1999-12-31,2021-08-01,4,DIRITTO,9999-12-31,2021-08-01,2,IN RACCOLTA FIRME,9999-12-31,2021-08-01,4,Legge di iniziativa popolare (art. 71 Costituzione),50000,www.comitatogenitoriperifigli.it ,2718,false,"Norme in materia di tutela del diritto dei minori alla bigenitorialità","Norme in materia di tutela del diritto dei minori alla bigenitorialità",2025-03-13,NULL
2025-02-14,2025-08-14,9999-12-31,2025-02-13,2025-02-14,2025-02-14,2025-02-14T17:17:59,2025-02-14,1700000,2400001,9999-12-31,2021-08-01,1,VITA POLITICA,9999-12-31,2021-08-01,2,IN RACCOLTA FIRME,9999-12-31,2021-08-01,4,Legge di iniziativa popolare (art. 71 Costituzione),50000,NULL,111,false,"Legge “Guglielmo Minervini” - Quote Generazionali in Parlamento, nelle Regioni e nei Comuni","Legge “Guglielmo Minervini” - Quote Generazionali in Parlamento, nelle Regioni e nei Comuni",2025-03-13,NULL
2025-02-20,2025-08-20,9999-12-31,2025-02-19,2025-02-20,2025-02-20,2025-02-20T15:08:10,2025-02-20,1800002,2500001,1999-12-31,2021-08-01,8,QUESTIONI SOCIALI,9999-12-31,2021-08-01,2,IN RACCOLTA FIRME,9999-12-31,2021-08-01,4,Legge di iniziativa popolare (art. 71 Costituzione),50000,https://www.instagram.com/tagliamoliva?igsh=Y2twejB5ankzZGp5,5347,false,"Legge Frescura – Menia Corbanese – Belfi: modifiche alla tabella A allegata al Decreto del Presidente della Repubblica 26 ottobre 1972, n. 633, concernenti la riduzione dell’aliquota dell’imposta sul valore aggiunto relativa ai prodotti per l’igiene femminile e ad alcuni prodotti per la prima infanzia.","Legge Frescura–Menia Corbanese–Belfi: modifiche alla tabella A allegata al DPR 633/1972, concernenti la riduzione dell’aliquota IVA relativa ai prodotti per l'igiene femminile e la prima infanzia.",2025-03-13,NULL
2025-03-01,2025-09-01,9999-12-31,2025-02-25,2025-03-01,2025-02-26,2025-02-26T20:23:09,2025-03-01,1900000,2600005,1999-12-31,2021-08-01,12,OCCUPAZIONE E LAVORO,9999-12-31,2021-08-01,2,IN RACCOLTA FIRME,9999-12-31,2021-08-01,4,Legge di iniziativa popolare (art. 71 Costituzione),50000,www.dubitoergocogito.it,1976,false,"“Disposizioni per il riconoscimento della specificità militare”","“Disposizioni per il riconoscimento della specificità militare”",2025-03-13,NULL
2025-03-11,2025-09-11,9999-12-31,2025-03-07,2025-03-11,2025-03-11,2025-03-11T10:48:21,2025-03-11,2000000,2700001,1999-12-31,2021-08-01,4,DIRITTO,9999-12-31,2021-08-01,2,IN RACCOLTA FIRME,9999-12-31,2021-08-01,4,Legge di iniziativa popolare (art. 71 Costituzione),50000,https://www.maqualecasa.it/,555,false,"Modifiche agli articoli 44, 47 e 117 della Costituzione in materia di
riconoscimento e garanzia del diritto all’abitazione.
","Modifiche agli articoli 44, 47 e 117 della Costituzione in materia di riconoscimento e garanzia del diritto all’abitazione.",2025-03-13,NULL
2024-07-29,2024-10-18,9999-12-31,2024-07-18,2024-07-29,2024-07-26,2024-07-26T18:25:11,2024-10-18,500006,500036,1999-12-31,2021-08-01,4,DIRITTO,9999-12-31,2021-08-01,3,CHIUSA,9999-12-31,2021-08-01,1,Referendum  abrogativo (art. 75 Costituzione),500000,https://www.facebook.com/MontepegliaProgettoUnesco,12662,false,"Contro l’autonomia differenziata. UNISCILITALIA La sfida per la Salute, l’Ambiente e il Clima è Una e Indivisibile.  Firma i quesiti della Riserva Mab Unesco dell'Umbria!","Legge 26 giugno  2024,  n.  86, ""Disposizioni per  l'attuazione  dell'autonomia  differenziata  delle Regioni a statuto ordinario ai sensi dell'articolo 116, terzo  comma, della Costituzione""",2025-03-13,2024-10-18
2024-07-26,2024-10-22,9999-12-31,2024-06-26,2024-07-26,2024-07-26,2024-07-26T17:20:49,2024-10-22,400008,500033,1999-12-31,2021-08-01,14,AMBIENTE,9999-12-31,2021-08-01,3,CHIUSA,9999-12-31,2021-08-01,1,Referendum  abrogativo (art. 75 Costituzione),500000,www.rispettoanimali.it,39240,false,SPERIMENTAZIONE ANIMALE,ART. 19 TER DISPOSIZIONI DI COORDINAMENTO E TRANSITORIE CODICE PENALE (LEGGI SPECIALI IN MATERIA DI ANIMALI),2025-03-13,2024-10-22
2024-07-26,2024-10-26,9999-12-31,2024-06-26,2024-07-26,2024-07-26,2024-07-26T14:34:38,2024-10-28,400004,500025,1999-12-31,2021-08-01,14,AMBIENTE,9999-12-31,2021-08-01,3,CHIUSA,9999-12-31,2021-08-01,1,Referendum  abrogativo (art. 75 Costituzione),500000,www.rispettoanimali.it,106876,false,ALLEVAMENTI INTENSIVI ,ART. 19 TER DISPOSIZIONI DI COORDINAMENTO E TRANSITORIE CODICE PENALE (LEGGI SPECIALI IN MATERIA DI ANIMALI),2025-03-13,2024-10-28
2024-07-26,2024-10-26,9999-12-31,2024-06-26,2024-07-26,2024-07-26,2024-07-26T17:12:33,2024-10-28,400007,500032,1999-12-31,2021-08-01,14,AMBIENTE,9999-12-31,2021-08-01,3,CHIUSA,9999-12-31,2021-08-01,1,Referendum  abrogativo (art. 75 Costituzione),500000,www.rispettoanimali.it,48504,false,"MANIFESTAZIONI STORICHE CON UTILIZZO DI ANIMALI, CIRCHI CON USO DI ANIMALI E GIARDINI ZOOLOGICI",ART. 19 TER DISPOSIZIONI DI COORDINAMENTO E TRANSITORIE CODICE PENALE (LEGGI SPECIALI IN MATERIA DI ANIMALI),2025-03-13,2024-10-28
2024-07-26,2024-10-26,9999-12-31,2024-06-26,2024-07-26,2024-07-26,2024-07-26T17:04:39,2024-10-28,400005,500030,1999-12-31,2021-08-01,14,AMBIENTE,9999-12-31,2021-08-01,3,CHIUSA,9999-12-31,2021-08-01,1,Referendum  abrogativo (art. 75 Costituzione),500000,www.rispettoanimali.it,23549,false,ART. 842 - FONDI PRIVATI ,"ABROGAZIONE DELL’ARART. 842 DEL CODICE CIVILE, APPROVATO CON R.D. DEL 16 MARZO 1942 N. 262, PRIMO E SECONDO COMMA",2025-03-13,2024-10-28
2024-07-26,2024-10-26,9999-12-31,2024-06-26,2024-07-26,2024-07-26,2024-07-26T15:02:36,2024-10-28,400006,500026,1999-12-31,2021-08-01,14,AMBIENTE,9999-12-31,2021-08-01,3,CHIUSA,9999-12-31,2021-08-01,1,Referendum  abrogativo (art. 75 Costituzione),500000,www.rispettoanimali.it,59591,false,CACCIA ,ART. 19 TER DISPOSIZIONI DI COORDINAMENTO E TRANSITORIE CODICE PENALE (LEGGI SPECIALI IN MATERIA DI ANIMALI),2025-03-13,2024-10-28
2024-08-01,2024-12-17,9999-12-31,2024-05-02,2024-08-01,2024-08-01,2024-08-01T15:24:34,2024-12-17,400028,600003,1999-12-31,2021-08-01,12,OCCUPAZIONE E LAVORO,9999-12-31,2021-08-01,3,CHIUSA,9999-12-31,2021-08-01,4,Legge di iniziativa popolare (art. 71 Costituzione),50000,https://firme.salariominimosubito.it,70336,false,Salario minimo subito,"Disposizioni per l'istituzione del salario minimo",2025-03-13,2024-12-17
2024-10-23,2025-01-13,9999-12-31,2024-10-18,2024-10-23,2024-10-23,2024-10-23T17:39:17,2025-01-13,1000001,1500004,1999-12-31,2021-08-01,18,ENERGIA,9999-12-31,2021-08-01,3,CHIUSA,9999-12-31,2021-08-01,4,Legge di iniziativa popolare (art. 71 Costituzione),50000,NULL,72840,false,IL NUCLEARE NEL MIX ELETTRICO NAZIONALE ORA,IL NUCLEARE NEL MIX ELETTRICO NAZIONALE ORA,2025-03-13,2025-01-13
2024-10-22,2025-01-22,9999-12-31,2024-10-11,2024-10-22,2024-10-21,2024-10-21T00:40:06,2024-10-22,900005,1500002,1999-12-31,2021-08-01,14,AMBIENTE,9999-12-31,2021-08-01,3,CHIUSA,9999-12-31,2021-08-01,1,Referendum  abrogativo (art. 75 Costituzione),500000,www.rispettoanimali.it,6922,false,SPERIMENTAZIONE ANIMALE ,ART. 19 TER DISPOSIZIONI DI COORDINAMENTO E TRANSITORIE CODICE PENALE (LEGGI SPECIALI IN MATERIA DI ANIMALI),2025-03-13,2025-02-17
2024-10-22,2025-01-22,9999-12-31,2024-10-11,2024-10-22,2024-10-21,2024-10-21T15:30:13,2024-10-22,900004,1500003,1999-12-31,2021-08-01,14,AMBIENTE,9999-12-31,2021-08-01,3,CHIUSA,9999-12-31,2021-08-01,1,Referendum  abrogativo (art. 75 Costituzione),500000,www.rispettoanimali.it,8318,false,NO CIRCHI CON UTILIZZO DI ANIMALI  ,ART. 19 TER DISPOSIZIONI DI COORDINAMENTO E TRANSITORIE CODICE PENALE (LEGGI SPECIALI IN MATERIA DI ANIMALI),2025-03-13,2025-02-17
2024-08-21,2025-02-15,9999-12-31,2023-12-01,2024-08-21,2024-08-21,2024-08-21T21:23:24,2025-02-15,600000,900003,1999-12-31,2021-08-01,9,ISTRUZIONE E COMUNICAZIONE,9999-12-31,2021-08-01,3,CHIUSA,9999-12-31,2021-08-01,4,Legge di iniziativa popolare (art. 71 Costituzione),50000,NULL,54831,false,"Introduzione dell'insegnamento scolastico dell'educazione sentimentale in tutte le scuole di ogni ordine e grado, statali, private e paritarie","Introduzione dell’insegnamento scolastico dell’EDUCAZIONE SENTIMENTALE in tutte le scuole di ogni ordine grado, statali, private e paritarie",2025-03-13,2025-02-15
2024-07-26,2025-02-19,9999-12-31,2024-05-24,2024-07-26,2024-07-25,2024-07-25T19:53:59,2025-02-19,400027,500013,9999-12-31,2021-08-01,1,VITA POLITICA,9999-12-31,2021-08-01,3,CHIUSA,9999-12-31,2021-08-01,4,Legge di iniziativa popolare (art. 71 Costituzione),50000,https://www.iovoglioscegliere.it/,7885,false,"«Modifiche al testo unico di  cui  al  D.P.R.  30  marzo  1957,
n. 361, e al testo unico di cui al d.lgs. 20 dicembre  1993,  n. 533,
in materia di elezione della camera dei deputati e del  senato  della
repubblica.». ","Legge d'iniziativa popolare per introdurre la preferenza nei collegi plurinominali di Camera e Senato. ",2025-03-13,2025-02-19
2024-07-26,2024-09-24,9999-12-31,2024-07-06,2024-07-26,2024-07-26,2024-07-26T09:42:53,2024-07-26,400014,500020,9999-12-31,2021-08-01,1,VITA POLITICA,1999-12-31,2023-07-26,9,MESSA A DISPOSIZIONE,9999-12-31,2021-08-01,1,Referendum  abrogativo (art. 75 Costituzione),500000,https://www.referendumautonomiadifferenziata.com,553915,false,"Contro l’autonomia differenziata. Una firma per l’Italia unita, libera, giusta","Disposizioni per l'attuazione dell'autonomia differenziata delle Regioni a statuto ordinario ai sensi dell'articolo 116, terzo comma, della Costituzione",2025-03-13,2024-09-24
2024-09-06,2024-09-28,9999-12-31,2024-09-05,2024-09-06,2024-09-06,2024-09-06T09:12:01,2024-09-06,700002,1100000,1999-12-31,2021-08-01,4,DIRITTO,1999-12-31,2023-07-26,9,MESSA A DISPOSIZIONE,9999-12-31,2021-08-01,1,Referendum  abrogativo (art. 75 Costituzione),500000,https://www.attivati.referendumcittadinanza.it,637487,false,REFERENDUM CITTADINANZA,Nuove norme sulla cittadinanza.,2025-03-13,2024-09-28
2024-07-25,2024-09-29,9999-12-31,2024-04-24,2024-07-25,2024-07-25,2024-07-25T18:50:35,2024-07-25,400009,500004,9999-12-31,2021-08-01,1,VITA POLITICA,1999-12-31,2023-07-26,9,MESSA A DISPOSIZIONE,9999-12-31,2021-08-01,1,Referendum  abrogativo (art. 75 Costituzione),500000,https://www.iovoglioscegliere.it/,40684,false,ABROGAZIONE DEL VOTO CONGIUNTO TRA CANDIDATI E LISTE PLURINOMINALI ,"DPR 30 marzo 1957, n. 361 , Decreto Legislativo 20 dicembre 1993,  n. 533",2025-03-13,2024-09-29
2024-07-25,2024-09-29,9999-12-31,2024-04-24,2024-07-25,2024-07-25,2024-07-25T19:00:43,2024-07-25,400013,500005,9999-12-31,2021-08-01,1,VITA POLITICA,1999-12-31,2023-07-26,9,MESSA A DISPOSIZIONE,9999-12-31,2021-08-01,1,Referendum  abrogativo (art. 75 Costituzione),500000,https://www.iovoglioscegliere.it/,10584,false,NIENTE SOGLIE DI ACCESSO PER LISTE AUTONOME E COALIZIONI,"30 marzo 1957, n. 361 e Decreto Legislativo 20 dicembre 1993, n. 533",2025-03-13,2024-09-29
2024-07-25,2024-09-29,9999-12-31,2024-04-24,2024-07-25,2024-07-25,2024-07-25T19:06:44,2024-07-25,400012,500006,9999-12-31,2021-08-01,1,VITA POLITICA,1999-12-31,2023-07-26,9,MESSA A DISPOSIZIONE,9999-12-31,2021-08-01,1,Referendum  abrogativo (art. 75 Costituzione),500000,https://www.iovoglioscegliere.it/,13759,false,"TUTTI I PARTITI, ANCHE QUELLI IN PARLAMENTO, DEVONO RACCOGLIERE LE FIRME PER LE CANDIDATURE","""Approvazione  del testo unico delle leggi recanti norme per la  elezione  della  Camera dei deputati."", approvato con decreto del Presidente della Repubblica 30 marzo 1957, n. 361",2025-03-13,2024-09-29
2024-07-25,2024-09-29,9999-12-31,2024-04-24,2024-07-25,2024-07-25,2024-07-25T19:16:03,2024-07-25,400015,500008,9999-12-31,2021-08-01,1,VITA POLITICA,1999-12-31,2023-07-26,9,MESSA A DISPOSIZIONE,9999-12-31,2021-08-01,1,Referendum  abrogativo (art. 75 Costituzione),500000,https://www.iovoglioscegliere.it/,22484,false,ABOLIZIONE PLURICANDIDATURE: OGNI CANDIDATO IN UN SOLO COLLEGIO UNINOMINALE E/O PLURINOMINALE,"Decreto del Presidente della Repubblica 30 marzo 1957, n. 361, e il Decreto Legislativo 20 dicembre 1993,  n. 533",2025-03-13,2024-09-29
2024-07-26,2025-01-26,9999-12-31,2024-05-31,2024-07-26,2024-07-26,2024-07-26T12:33:06,2024-07-26,400029,500022,9999-12-31,2021-08-01,1,VITA POLITICA,9999-12-31,2021-08-01,2,IN RACCOLTA FIRME,9999-12-31,2021-08-01,4,Legge di iniziativa popolare (art. 71 Costituzione),50000,https://www.acli.it/la-tua-politica/,5444,false,La Tua Politica. Scelte per la Democrazia - Proposta di legge sulla Democrazia interna e la Trasparenza dei Partiti Politici,"Norme per la democrazia, la trasparenza di bilancio ed il finanziamento pubblico dei partiti politici (art. 49 della Costituzione)pubblico diretto alla partecipazione politica",2025-03-14,NULL
2024-07-26,2025-01-26,9999-12-31,2024-05-31,2024-07-26,2024-07-26,2024-07-26T13:13:56,2024-07-26,400026,500023,9999-12-31,2021-08-01,1,VITA POLITICA,9999-12-31,2021-08-01,2,IN RACCOLTA FIRME,9999-12-31,2021-08-01,4,Legge di iniziativa popolare (art. 71 Costituzione),50000,https://www.acli.it/la-tua-politica/,3610,false,La Tua Politica. Scelte per la Democrazia - Proposta di legge per la Partecipazione Democratica e le Assemblee Partecipative,Istituzione delle assemblee di cittadinanza per promozione della partecipazione democratica dei cittadini,2025-03-14,NULL
2024-08-04,2025-02-04,9999-12-31,2024-06-25,2024-08-04,2024-08-04,2024-08-04T10:15:02,2024-08-04,400024,700000,1999-12-31,2021-08-01,8,QUESTIONI SOCIALI,9999-12-31,2021-08-01,2,IN RACCOLTA FIRME,9999-12-31,2021-08-01,4,Legge di iniziativa popolare (art. 71 Costituzione),50000,NULL,6678,false,Abolizione dei ticket sanitari ,Abolizione dei ticket sanitari,2025-03-14,NULL
2024-08-20,2025-02-20,9999-12-31,2024-06-28,2024-08-20,2024-08-20,2024-08-20T10:45:24,2024-08-20,400020,900002,9999-12-31,2021-08-01,1,VITA POLITICA,9999-12-31,2021-08-01,2,IN RACCOLTA FIRME,9999-12-31,2021-08-01,4,Legge di iniziativa popolare (art. 71 Costituzione),50000,https://stopemergenza.it/legge-di-liberazione,1526,false,Legge di Liberazione,"Liberazione dagli Organi sovranazionali, Ripristino dei Diritti umani e civili del Popolo italiano",2025-03-14,NULL
